Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Vehicle_condition,multiple_deliveries,Time_order_hour,Time_order_min,Time_order_picked_hour,Time_order_picked_min,Weather_conditions,Road_traffic_density,Festival,City,Time_taken (min)
31439,27.0,4.7,22.538999,88.322337,22.648999,88.432337,1,0.0,18.0,20.0,18.0,30.0,Stormy,Medium,No,Metropolitian,16
25527,36.0,4.9,12.352058,76.60665,12.422058,76.67665,1,0.0,20.0,15.0,20.0,25.0,Sunny,Jam,No,Metropolitian,25
19827,35.0,5.0,26.891191,75.802083,27.001191,75.912083,1,1.0,17.0,45.0,0.75,30.0,Fog,Medium,No,Metropolitian,40
28158,30.0,4.7,27.158822,78.045359,27.198822,78.085359,2,1.0,18.0,35.0,16.0,20.0,Sunny,Medium,No,Metropolitian,11
34605,39.0,3.6,12.337978,76.616792,12.427978,76.706792,1,2.0,22.0,50.0,22.0,55.0,Fog,Low,No,Metropolitian,38
35220,35.0,4.6,0.0,0.0,0.11,0.11,0,1.0,23.0,55.0,24.0,10.0,Sandstorms,Low,No,Urban,28
7252,29.0,4.3,0.0,0.0,0.09,0.09,0,0.0,21.0,30.0,21.0,40.0,Stormy,Jam,No,Metropolitian,32
10275,35.0,4.0,27.160934,78.044095,27.220934,78.104095,0,1.0,23.0,30.0,23.0,45.0,Sandstorms,Low,No,Metropolitian,24
39885,28.0,4.8,19.121999,72.908493,19.131999,72.918493,1,1.0,0.458333333,35.0,11.0,15.0,Cloudy,Low,No,Metropolitian,18
32233,29.0,4.8,22.307898,73.167788,22.347898,73.207788,0,1.0,14.0,40.0,14.0,50.0,Fog,High,No,Metropolitian,28
37947,31.0,4.8,19.22384,72.841347,19.35384,72.971347,0,1.0,18.0,15.0,18.0,25.0,Sandstorms,Medium,No,Metropolitian,40
30546,34.0,4.8,13.058616,80.264151,13.108616,80.314151,1,1.0,0.75,35.0,18.0,10.0,Windy,Medium,No,Metropolitian,29
32637,34.0,4.5,0.0,0.0,0.13,0.13,2,2.0,21.0,50.0,0.916666667,30.0,Sandstorms,Jam,No,Metropolitian,35
44947,24.0,4.8,11.022169,76.999594,11.112169,77.089594,1,1.0,23.0,20.0,23.0,25.0,Windy,Low,No,Metropolitian,11
25472,21.0,4.6,23.357804,85.325146,23.407804,85.375146,1,1.0,1.0,35.0,24.0,10.0,Fog,Low,No,Semi-Urban,11
31508,37.0,4.6,23.351058,85.325731,23.441058,85.415731,2,0.0,18.0,30.0,18.0,40.0,Cloudy,Medium,No,Metropolitian,38
8325,39.0,4.6,23.351058,85.325731,23.361058,85.335731,1,1.0,11.0,35.0,11.0,40.0,Sandstorms,High,No,Urban,28
27261,38.0,4.9,22.695207,75.866059,22.755207,75.926059,1,1.0,19.0,45.0,19.0,55.0,Stormy,Jam,No,Metropolitian,30
31409,35.0,4.1,11.025083,77.015393,11.045083,77.035393,0,0.0,9.0,15.0,9.0,20.0,Windy,Low,No,Metropolitian,30
18816,36.0,4.6,22.725748,75.898497,22.805747,75.978497,2,0.0,17.0,30.0,17.0,45.0,Stormy,Medium,No,Metropolitian,21
42113,24.0,4.5,23.264015,77.408236,23.374015,77.518236,0,0.0,23.0,50.0,23.0,55.0,Sandstorms,Low,No,Metropolitian,17
19301,27.0,4.8,18.563934,73.915367,18.643935,73.995367,1,0.0,20.0,25.0,20.0,30.0,Sandstorms,Jam,No,Metropolitian,23
21284,30.0,4.7,26.913987,75.752891,27.053987,75.892891,1,1.0,18.0,35.0,20.0,40.0,Stormy,Jam,No,Metropolitian,25
19341,30.0,4.7,21.186438,72.794115,21.196438,72.804115,2,1.0,18.0,35.0,10.0,55.0,Stormy,Low,No,Metropolitian,28
8990,31.0,4.8,22.5491,88.400467,22.5991,88.450467,1,1.0,22.0,15.0,22.0,20.0,Windy,Low,No,Metropolitian,29
4132,26.0,4.7,21.149569,72.772697,21.179569,72.802697,2,1.0,22.0,50.0,22.0,55.0,Sandstorms,Low,No,Metropolitian,16
7750,21.0,4.6,11.02091,76.940432,11.04091,76.960432,1,1.0,10.0,20.0,10.0,25.0,Sandstorms,Low,No,Metropolitian,19
35505,39.0,5.0,23.374989,85.335486,23.504989,85.465486,2,0.0,22.0,20.0,22.0,35.0,Windy,Low,No,Metropolitian,16
28279,26.0,4.7,12.949934,77.699386,13.079934,77.829386,0,1.0,21.0,15.0,21.0,20.0,Windy,Jam,No,Metropolitian,27
37063,30.0,4.7,13.049645,80.242268,13.109645,80.302268,1,0.0,0.833333333,35.0,20.0,10.0,Fog,Jam,No,Metropolitian,22
27084,38.0,4.9,12.323225,76.630028,12.363225,76.670028,1,1.0,15.0,40.0,15.0,50.0,Fog,Medium,No,Metropolitian,15
14622,28.0,4.8,21.175104,72.804342,21.265104,72.894342,1,1.0,23.0,30.0,23.0,40.0,Sandstorms,Low,No,Urban,17
525,30.0,4.7,-12.325461,-76.632278,12.385461,76.692278,3,1.0,18.0,35.0,22.0,45.0,Sandstorms,Medium,No,Metropolitian,16
33256,30.0,5.0,19.131141,72.813074,19.19114,72.873074,0,1.0,19.0,10.0,19.0,25.0,Sandstorms,Jam,No,Metropolitian,44
31541,21.0,4.8,19.065838,72.832658,19.105838,72.872658,1,1.0,13.0,30.0,13.0,45.0,Windy,High,No,Metropolitian,15
10452,30.0,4.7,0.0,0.0,0.13,0.13,0,3.0,20.0,20.0,20.0,35.0,Cloudy,Jam,Yes,Semi-Urban,53
32508,39.0,3.7,12.949934,77.699386,13.019934,77.769386,2,1.0,17.0,20.0,17.0,35.0,Windy,Medium,No,Metropolitian,32
17321,29.0,2.7,12.981615,80.231598,13.091615,80.341598,1,1.0,22.0,40.0,22.0,50.0,Sunny,Low,No,Metropolitian,36
40271,20.0,5.0,19.091458,72.827808,19.151458,72.887808,0,0.0,18.0,35.0,18.0,45.0,Windy,Medium,No,Metropolitian,17
32101,21.0,4.5,17.424114,78.347554,17.454114,78.377554,2,1.0,21.0,35.0,21.0,45.0,Windy,Jam,No,Metropolitian,29
27002,27.0,4.8,0.0,0.0,0.08,0.08,0,0.0,19.0,10.0,19.0,15.0,Stormy,Jam,No,Semi-Urban,27
23395,34.0,4.9,27.163303,78.057044,27.213303,78.107044,1,0.0,22.0,20.0,22.0,35.0,Cloudy,Low,No,Metropolitian,18
4914,39.0,4.2,23.234631,77.401663,23.324631,77.491663,1,2.0,21.0,30.0,21.0,45.0,Sandstorms,Jam,No,Urban,36
15261,26.0,4.8,18.530963,73.828972,18.640963,73.938972,1,1.0,21.0,15.0,21.0,20.0,Cloudy,Jam,No,Metropolitian,35
11049,23.0,4.9,13.005801,80.250744,13.035801,80.280744,0,1.0,21.0,45.0,21.0,50.0,Cloudy,Jam,No,Metropolitian,25
16989,26.0,4.7,22.745536,75.893106,22.875536,76.023106,2,1.0,20.0,45.0,0.875,30.0,Sandstorms,Jam,No,Semi-Urban,23
33985,22.0,4.9,26.766536,75.837333,26.826536,75.897333,2,0.0,17.0,25.0,17.0,35.0,Fog,Medium,No,Metropolitian,12
20070,26.0,4.6,0.0,0.0,0.08,0.08,0,1.0,17.0,40.0,17.0,55.0,Sunny,Medium,No,Metropolitian,19
28956,25.0,4.5,19.176269,72.836721,19.256269,72.916721,0,0.0,1.0,35.0,24.0,5.0,Sunny,Low,No,Metropolitian,29
33083,27.0,4.7,13.029198,77.570997,13.099198,77.640997,1,0.0,20.0,25.0,20.0,40.0,Sandstorms,Jam,No,Metropolitian,28
25359,27.0,4.5,26.90519,75.810753,26.94519,75.850753,1,0.0,15.0,35.0,15.0,50.0,Sunny,Medium,No,Metropolitian,16
22017,25.0,4.3,19.22384,72.841347,19.28384,72.901347,0,2.0,19.0,20.0,19.0,30.0,Sunny,Jam,No,Metropolitian,41
27341,34.0,3.7,19.254567,72.848923,19.364567,72.958923,1,0.0,23.0,20.0,23.0,30.0,Cloudy,Low,No,Metropolitian,31
41824,30.0,4.7,-19.12663,72.829976,19.21663,72.919976,3,0.0,18.0,35.0,23.0,25.0,Windy,Medium,No,Metropolitian,27
30273,25.0,4.5,12.970221,77.645396,13.060221,77.735396,0,1.0,22.0,25.0,22.0,35.0,Cloudy,Low,No,Metropolitian,23
29080,34.0,4.7,26.90519,75.810753,26.93519,75.840753,2,1.0,20.0,55.0,21.0,10.0,Sunny,Jam,No,Metropolitian,20
40215,23.0,4.9,23.416792,85.316842,23.486792,85.386842,0,1.0,21.0,35.0,21.0,50.0,Fog,Jam,No,Metropolitian,43
10329,27.0,4.1,12.933298,77.614293,12.973298,77.654293,0,3.0,13.0,30.0,13.0,35.0,Sunny,High,No,Semi-Urban,54
12247,35.0,5.0,23.351489,85.324253,23.381489,85.354253,1,0.0,0.958333333,35.0,23.0,10.0,Sandstorms,Low,No,Metropolitian,25
24785,35.0,4.6,12.323978,76.627961,12.383978,76.687961,0,1.0,0.833333333,35.0,20.0,10.0,Sandstorms,Jam,No,Metropolitian,44
29299,33.0,4.7,26.921411,75.793604,26.941411,75.813604,0,1.0,9.0,25.0,9.0,30.0,Fog,Low,No,Urban,22
5552,27.0,4.8,27.160832,78.011608,27.190832,78.041608,1,1.0,22.0,15.0,22.0,30.0,Sunny,Low,No,Metropolitian,18
13243,31.0,4.1,11.001753,76.986241,11.131753,77.116241,1,0.0,20.0,35.0,20.0,40.0,Stormy,Jam,No,Metropolitian,39
483,29.0,4.5,26.911927,75.797282,27.001927,75.887282,0,1.0,0.791666667,35.0,19.0,10.0,Fog,Medium,No,Metropolitian,37
14096,35.0,4.2,0.0,0.0,0.09,0.09,2,2.0,18.0,55.0,19.0,10.0,Fog,Medium,No,Metropolitian,43
29709,36.0,4.4,12.979166,77.640709,12.999166,77.660709,0,0.0,8.0,25.0,8.0,40.0,Windy,Low,No,Semi-Urban,30
23207,23.0,4.7,0.0,0.0,0.04,0.04,2,0.0,15.0,40.0,15.0,55.0,Sunny,Medium,No,Metropolitian,10
42058,28.0,4.8,12.975377,77.696664,12.995377,77.716664,2,1.0,8.0,15.0,8.0,30.0,Windy,Low,No,Metropolitian,13
43022,20.0,4.7,22.651847,75.881991,22.671847,75.901991,0,0.0,9.0,25.0,9.0,40.0,Cloudy,Low,No,Metropolitian,16
24444,22.0,4.0,18.927584,72.832585,19.017584,72.922585,2,1.0,19.0,45.0,19.0,50.0,Cloudy,Jam,No,Metropolitian,33
27552,36.0,4.5,13.064181,80.236442,13.084181,80.256442,0,1.0,10.0,20.0,10.0,35.0,Stormy,Low,No,Metropolitian,26
10794,33.0,4.6,17.451976,78.385883,17.531976,78.465883,2,1.0,0.958333333,35.0,23.0,10.0,Sandstorms,Low,No,Metropolitian,24
44410,26.0,5.0,22.725748,75.898497,22.785747,75.958497,0,1.0,21.0,35.0,21.0,40.0,Cloudy,Jam,No,Metropolitian,29
8480,25.0,4.8,13.005801,80.250744,13.025801,80.270744,0,1.0,8.0,30.0,8.0,35.0,Fog,Low,No,Metropolitian,21
40531,25.0,4.8,26.956431,75.776649,26.976431,75.796649,2,0.0,9.0,15.0,9.0,20.0,Windy,Low,No,Metropolitian,16
11924,20.0,4.9,11.001753,76.986241,11.081753,77.066241,0,1.0,18.0,10.0,18.0,15.0,Stormy,Medium,No,Metropolitian,34
3849,24.0,4.7,23.359033,85.325347,23.449033,85.415347,0,1.0,22.0,20.0,22.0,25.0,Fog,Low,No,Semi-Urban,21
17734,24.0,4.6,22.310526,73.170937,22.350526,73.210937,1,1.0,16.0,40.0,16.0,45.0,Fog,Medium,No,Urban,14
26690,31.0,4.7,15.506205,73.766668,15.516205,73.776668,2,1.0,11.0,50.0,12.0,5.0,Fog,High,No,Metropolitian,29
39884,25.0,5.0,18.546258,73.904337,18.656258,74.014337,2,1.0,21.0,55.0,0.916666667,30.0,Fog,Jam,No,Metropolitian,44
18186,20.0,4.9,22.307898,73.167788,22.437898,73.297788,1,0.0,19.0,10.0,19.0,25.0,Windy,Jam,No,Metropolitian,21
31060,37.0,4.9,23.359033,85.325347,23.419033,85.385347,0,1.0,18.0,55.0,19.0,5.0,Windy,Medium,No,Metropolitian,26
34757,35.0,4.7,13.02978,80.208812,13.08978,80.268812,1,1.0,22.0,10.0,22.0,25.0,Sandstorms,Low,No,Metropolitian,20
43896,20.0,5.0,22.728163,75.884212,22.768163,75.924212,1,1.0,14.0,50.0,0.625,30.0,Windy,High,No,Metropolitian,20
41709,30.0,4.7,12.323194,76.630583,12.433194,76.740583,2,1.0,0.875,35.0,21.0,10.0,Sunny,Jam,No,Metropolitian,25
24354,21.0,5.0,12.970221,77.645396,13.020221,77.695396,2,0.0,23.0,10.0,23.0,25.0,Sunny,Low,No,Urban,18
7591,36.0,4.8,18.516216,73.842527,18.596216,73.922527,1,1.0,18.0,35.0,18.0,50.0,Cloudy,Medium,No,Metropolitian,37
36711,21.0,4.1,22.722634,75.886959,22.792634,75.956959,0,0.0,19.0,50.0,0.833333333,30.0,Stormy,Jam,No,Urban,31
22229,32.0,3.5,18.533811,73.899315,18.613811,73.979315,2,1.0,23.0,25.0,23.0,35.0,Fog,Low,No,Metropolitian,35
27721,30.0,4.7,12.323225,76.630028,12.383225,76.690028,3,1.0,18.0,35.0,23.0,40.0,Cloudy,Medium,No,Metropolitian,16
43618,26.0,4.9,26.913987,75.752891,26.943987,75.782891,0,0.0,19.0,50.0,20.0,5.0,Stormy,Jam,No,Metropolitian,20
43603,38.0,4.7,17.438263,78.397865,17.458263,78.417865,0,1.0,11.0,10.0,11.0,25.0,Sunny,High,No,Metropolitian,29
8200,29.0,5.0,11.022477,76.995667,11.032477,77.005667,2,0.0,11.0,10.0,11.0,25.0,Fog,High,No,Metropolitian,21
10613,31.0,4.7,26.910262,75.783013,26.930262,75.803013,1,1.0,11.0,35.0,11.0,45.0,Stormy,High,No,Metropolitian,25
37362,27.0,4.8,22.728163,75.884212,22.748163,75.904212,1,0.0,11.0,40.0,11.0,50.0,Stormy,High,No,Metropolitian,18
22371,36.0,4.3,21.175104,72.804342,21.225104,72.854342,2,0.0,18.0,15.0,18.0,20.0,Windy,Medium,No,Metropolitian,33
2422,26.0,4.7,12.323994,76.626167,12.343994,76.646167,1,1.0,8.0,50.0,8.0,55.0,Cloudy,Low,No,Urban,12
32736,38.0,4.2,12.934365,77.616155,12.954365,77.636155,1,0.0,11.0,15.0,11.0,30.0,Cloudy,High,No,Metropolitian,33
21811,30.0,4.7,0.0,0.0,0.11,0.11,2,0.0,18.0,35.0,21.0,10.0,Cloudy,Jam,No,Urban,41
27774,29.0,4.6,22.311603,73.165012,22.371603,73.225012,1,0.0,17.0,20.0,17.0,30.0,Fog,Medium,No,Urban,15
43669,35.0,4.3,13.049645,80.242268,13.059645,80.252268,0,1.0,9.0,45.0,9.0,50.0,Windy,Low,No,Metropolitian,22
39545,37.0,5.0,18.516216,73.842527,18.626216,73.952527,0,3.0,20.0,55.0,21.0,5.0,Windy,Jam,No,Metropolitian,47
40344,37.0,4.8,26.892312,75.806896,26.912312,75.826896,2,1.0,9.0,20.0,9.0,25.0,Cloudy,Low,No,Urban,16
7379,29.0,5.0,17.422819,78.449578,17.462819,78.489578,2,1.0,0.583333333,35.0,14.0,15.0,Stormy,High,No,Metropolitian,15
1124,23.0,4.7,12.304569,76.643622,12.434569,76.773622,1,1.0,22.0,45.0,22.0,55.0,Sandstorms,Low,No,Urban,16
27346,26.0,4.1,12.972161,77.596014,13.082161,77.706014,2,1.0,18.0,20.0,18.0,25.0,Cloudy,Medium,No,Metropolitian,38
20842,30.0,4.1,18.51421,73.838429,18.62421,73.948429,0,0.0,21.0,50.0,0.916666667,30.0,Sunny,Jam,No,Metropolitian,34
6515,27.0,4.9,12.321214,76.621094,12.381214,76.681094,2,1.0,20.0,10.0,20.0,25.0,Windy,Jam,No,Metropolitian,27
3634,24.0,4.4,11.003008,76.97544,11.093008,77.06544,2,2.0,21.0,30.0,21.0,35.0,Cloudy,Jam,Yes,Urban,40
20135,29.0,4.6,22.74806,75.8934,22.76806,75.9134,1,0.0,9.0,55.0,10.0,10.0,Sandstorms,Low,No,Urban,14
13967,28.0,4.9,0.0,0.0,0.08,0.08,2,1.0,21.0,50.0,22.0,5.0,Sunny,Jam,No,Metropolitian,20
43691,30.0,4.7,26.902908,75.792934,26.952908,75.842934,1,1.0,0.833333333,35.0,20.0,5.0,Cloudy,Jam,No,Metropolitian,32
33632,24.0,5.0,22.728163,75.884212,22.798163,75.954212,1,0.0,22.0,30.0,22.0,40.0,Fog,Low,No,Urban,22
5748,25.0,4.5,15.576683,73.75575,15.586683,73.76575,2,0.0,0.416666667,35.0,10.0,15.0,Windy,Low,No,Metropolitian,12
11376,30.0,4.1,26.902328,75.794257,27.042328,75.934257,0,1.0,0.875,35.0,21.0,10.0,Sunny,Jam,No,Metropolitian,44
18284,25.0,4.8,0.0,0.0,0.08,0.08,0,0.0,20.0,10.0,20.0,25.0,Stormy,Jam,No,Metropolitian,30
39898,25.0,4.5,21.173493,72.801953,21.263493,72.891953,1,0.0,23.0,30.0,23.0,40.0,Fog,Low,No,Metropolitian,28
853,24.0,4.5,19.178321,72.834715,19.238321,72.894715,0,0.0,23.0,40.0,23.0,45.0,Fog,Low,No,Metropolitian,24
16459,30.0,4.9,13.081878,80.248519,13.161878,80.328519,0,1.0,21.0,35.0,21.0,40.0,Stormy,Jam,No,Urban,36
33652,28.0,4.7,26.892312,75.806896,27.022313,75.936896,0,1.0,23.0,40.0,23.0,55.0,Sandstorms,Low,No,Metropolitian,23
27718,29.0,4.5,12.975996,80.221898,13.025996,80.271898,0,0.0,21.0,15.0,21.0,20.0,Sunny,Jam,Yes,Urban,53
45056,25.0,4.7,22.651847,75.881991,22.661847,75.891991,1,0.0,8.0,50.0,9.0,5.0,Fog,Low,No,Semi-Urban,11
37811,36.0,4.7,0.0,0.0,0.05,0.05,2,1.0,0.958333333,35.0,23.0,15.0,Cloudy,Low,No,Urban,19
36528,32.0,4.7,11.026117,76.944652,11.036117,76.954652,0,0.0,10.0,25.0,10.0,35.0,Cloudy,Low,No,Metropolitian,21
36111,33.0,4.9,23.218998,77.373573,23.298998,77.453573,2,1.0,23.0,10.0,23.0,15.0,Windy,Low,No,Metropolitian,18
3560,30.0,4.9,19.131141,72.813074,19.221141,72.903074,2,1.0,22.0,10.0,22.0,15.0,Windy,Low,No,Metropolitian,25
39396,26.0,4.5,18.56245,73.916619,18.62245,73.976619,1,0.0,20.0,50.0,21.0,5.0,Sandstorms,Jam,No,Metropolitian,20
28352,35.0,4.6,17.450851,78.379347,17.480851,78.409347,1,1.0,18.0,15.0,18.0,25.0,Sunny,Medium,No,Urban,19
31373,29.0,4.8,23.214459,77.434976,23.294459,77.514976,1,1.0,22.0,10.0,22.0,25.0,Stormy,Low,No,Metropolitian,15
23058,35.0,4.8,18.554382,73.798206,18.684382,73.928206,1,1.0,18.0,55.0,0.791666667,30.0,Sandstorms,Medium,No,Metropolitian,22
26427,23.0,4.6,22.760072,75.892574,22.810072,75.942574,2,1.0,20.0,30.0,20.0,45.0,Windy,Jam,No,Metropolitian,15
44504,30.0,5.0,11.026117,76.944652,11.086117,77.004652,0,1.0,23.0,50.0,23.0,55.0,Sunny,Low,No,Metropolitian,20
41055,29.0,4.6,26.846156,75.8023,26.936156,75.8923,1,2.0,20.0,25.0,20.0,35.0,Cloudy,Jam,No,Metropolitian,35
17135,34.0,4.5,17.450851,78.379347,17.470851,78.399347,1,0.0,8.0,20.0,8.0,25.0,Windy,Low,No,Metropolitian,20
43689,32.0,4.8,0.0,0.0,0.02,0.02,0,0.0,11.0,50.0,0.5,30.0,Sunny,High,No,Metropolitian,20
39811,37.0,4.5,19.103249,72.846749,19.213249,72.956749,1,1.0,19.0,10.0,19.0,20.0,Sunny,Jam,No,Metropolitian,21
6365,34.0,4.4,10.994136,76.963303,11.034136,77.003303,2,1.0,14.0,35.0,14.0,40.0,Stormy,High,No,Metropolitian,32
24439,21.0,4.6,18.520016,73.830547,18.560016,73.870547,0,0.0,12.0,45.0,12.0,55.0,Cloudy,High,No,Metropolitian,22
4626,34.0,4.9,25.453436,81.833167,25.503436,81.883167,1,1.0,18.0,50.0,18.0,55.0,Fog,Medium,No,Metropolitian,17
2704,34.0,4.8,21.160437,72.774209,21.250437,72.864209,2,0.0,23.0,30.0,23.0,45.0,Windy,Low,No,Metropolitian,18
10930,37.0,4.8,11.000762,76.981876,11.010762,76.991876,1,1.0,9.0,25.0,9.0,30.0,Stormy,Low,No,Metropolitian,25
6809,30.0,4.7,11.003008,76.97544,11.073009,77.04544,1,1.0,18.0,35.0,24.0,15.0,Sandstorms,Low,No,Metropolitian,21
10778,35.0,4.9,10.006881,76.345397,10.096881,76.435397,0,1.0,20.0,20.0,20.0,30.0,Cloudy,Jam,No,Metropolitian,42
36896,20.0,4.9,26.905287,75.794592,26.955287,75.844592,1,1.0,23.0,55.0,24.0,5.0,Fog,Low,No,Urban,14
43325,29.0,4.8,13.086438,80.220672,13.156439,80.290672,1,1.0,22.0,45.0,0.958333333,30.0,Cloudy,Low,No,Metropolitian,27
11321,35.0,4.3,10.003064,76.307589,10.053064,76.357589,0,2.0,19.0,35.0,19.0,45.0,Sandstorms,Jam,No,Metropolitian,44
34968,38.0,4.4,22.311603,73.165012,22.391603,73.245012,1,0.0,18.0,10.0,18.0,15.0,Fog,Medium,No,Urban,42
12426,24.0,4.9,21.160522,72.771477,21.170522,72.781477,0,1.0,9.0,55.0,10.0,10.0,Sunny,Low,No,Urban,11
29716,27.0,4.9,13.005801,80.250744,13.075801,80.320744,1,0.0,21.0,35.0,21.0,40.0,Sunny,Jam,No,Metropolitian,20
26574,34.0,4.9,0.0,0.0,0.04,0.04,0,1.0,12.0,20.0,12.0,35.0,Sandstorms,High,No,Metropolitian,31
3844,25.0,4.7,12.913041,77.683237,12.943041,77.713237,2,1.0,0.958333333,35.0,23.0,15.0,Stormy,Low,No,Metropolitian,11
43225,26.0,5.0,17.426228,78.407495,17.446228,78.427495,1,0.0,10.0,20.0,10.0,30.0,Stormy,Low,No,Semi-Urban,10
4535,37.0,4.8,12.323994,76.626167,12.393994,76.696167,0,1.0,20.0,45.0,0.875,30.0,Fog,Jam,No,Metropolitian,50
27160,38.0,4.1,19.1093,72.825451,19.1893,72.905451,0,0.0,21.0,40.0,21.0,50.0,Sandstorms,Jam,No,Metropolitian,38
38022,27.0,4.7,18.546258,73.904337,18.586258,73.944337,0,1.0,12.0,20.0,12.0,30.0,Cloudy,High,No,Metropolitian,29
12618,35.0,4.7,0.0,0.0,0.07,0.07,0,1.0,22.0,45.0,22.0,55.0,Cloudy,Low,No,Metropolitian,42
23245,29.0,4.8,0.0,0.0,0.09,0.09,2,0.0,22.0,25.0,22.0,35.0,Fog,Low,No,Metropolitian,28
41153,22.0,4.8,9.991703,76.293136,10.031703,76.333136,2,1.0,15.0,10.0,15.0,25.0,Windy,Medium,No,Metropolitian,21
34939,25.0,4.9,19.176269,72.836721,19.306269,72.966721,1,0.0,0.916666667,35.0,22.0,5.0,Windy,Jam,No,Metropolitian,23
15306,27.0,4.4,12.979166,77.640709,13.109166,77.770709,0,1.0,20.0,20.0,20.0,25.0,Windy,Jam,No,Metropolitian,37
2302,39.0,4.5,22.760072,75.892574,22.870072,76.002574,2,1.0,22.0,10.0,22.0,15.0,Windy,Low,No,Metropolitian,18
23450,29.0,4.9,12.939496,77.625999,13.029496,77.715999,1,0.0,0.916666667,35.0,22.0,10.0,Stormy,Jam,No,Metropolitian,24
43566,28.0,4.5,18.554382,73.798206,18.574382,73.818206,1,1.0,11.0,20.0,11.0,35.0,Windy,High,No,Urban,13
37748,36.0,4.6,12.304569,76.643622,12.374569,76.713622,1,1.0,20.0,20.0,20.0,30.0,Windy,Jam,No,Metropolitian,29
35234,32.0,4.8,26.90294,75.793007,26.98294,75.873007,0,2.0,1.0,35.0,24.0,10.0,Fog,Low,No,Metropolitian,44
20398,20.0,4.7,12.949934,77.699386,13.009934,77.759386,1,0.0,17.0,40.0,17.0,50.0,Fog,Medium,No,Metropolitian,11
2209,26.0,4.9,19.121999,72.908493,19.201999,72.988493,1,1.0,17.0,50.0,18.0,5.0,Sandstorms,Medium,No,Metropolitian,16
21898,34.0,4.8,11.000762,76.981876,11.010762,76.991876,0,1.0,9.0,55.0,0.416666667,30.0,Cloudy,Low,No,Metropolitian,20
1883,23.0,4.5,12.352058,76.60665,12.402058,76.65665,1,1.0,21.0,10.0,21.0,25.0,Sunny,Jam,No,Metropolitian,15
44981,39.0,5.0,19.22384,72.841347,19.23384,72.851347,1,1.0,11.0,25.0,11.0,40.0,Sandstorms,High,No,Metropolitian,26
28139,24.0,4.1,26.90519,75.810753,26.95519,75.860753,2,0.0,19.0,40.0,19.0,45.0,Cloudy,Jam,No,Metropolitian,31
38973,28.0,4.1,11.026117,76.944652,11.106117,77.024652,2,0.0,19.0,30.0,19.0,40.0,Fog,Jam,No,Metropolitian,33
33713,26.0,4.3,0.0,0.0,0.11,0.11,2,0.0,20.0,45.0,20.0,55.0,Cloudy,Jam,No,Metropolitian,34
33085,20.0,4.8,0.0,0.0,0.01,0.01,1,0.0,0.416666667,35.0,10.0,15.0,Sunny,Low,No,Urban,15
1066,20.0,5.0,26.483672,80.320708,26.623672,80.460708,1,1.0,20.0,55.0,21.0,10.0,Cloudy,Jam,No,Metropolitian,38
27418,35.0,4.8,25.443994,81.860187,25.453994,81.870187,2,0.0,10.0,30.0,10.0,35.0,Sunny,Low,No,Metropolitian,10
645,24.0,4.8,11.003669,76.976494,11.113669,77.086494,2,0.0,21.0,15.0,21.0,25.0,Sunny,Jam,No,Metropolitian,16
41204,23.0,4.9,19.1813,72.836191,19.2313,72.886191,2,0.0,17.0,50.0,17.0,55.0,Sunny,Medium,No,Urban,17
20557,23.0,4.9,27.161661,78.011544,27.181661,78.031544,2,0.0,9.0,30.0,9.0,45.0,Windy,Low,No,Metropolitian,13
32288,26.0,3.9,18.563934,73.915367,18.603935,73.955367,0,2.0,12.0,40.0,12.0,45.0,Sunny,High,No,Metropolitian,47
44506,38.0,4.0,15.303897,73.914336,15.383897,73.994336,0,1.0,22.0,45.0,0.958333333,30.0,Cloudy,Low,No,Metropolitian,41
2756,28.0,5.0,13.044694,80.26147,13.154694,80.37147,1,0.0,21.0,35.0,21.0,40.0,Stormy,Jam,No,Urban,17
16265,28.0,4.8,26.88842,75.800689,26.89842,75.810689,1,0.0,11.0,20.0,11.0,30.0,Stormy,High,No,Metropolitian,28
45216,35.0,4.9,22.760072,75.892574,22.830072,75.962574,2,1.0,20.0,35.0,20.0,45.0,Fog,Jam,No,Metropolitian,35
32528,28.0,4.9,22.514119,88.362504,22.624119,88.472504,0,1.0,23.0,20.0,23.0,25.0,Windy,Low,No,Metropolitian,23
33096,35.0,5.0,0.0,0.0,0.09,0.09,2,1.0,20.0,35.0,20.0,50.0,Cloudy,Jam,No,Metropolitian,42
39817,33.0,4.7,12.98041,77.640489,12.99041,77.650489,0,0.0,8.0,55.0,0.375,30.0,Cloudy,Low,No,Metropolitian,24
36014,33.0,4.6,0.0,0.0,0.05,0.05,1,1.0,21.0,15.0,21.0,20.0,Sandstorms,Jam,No,Metropolitian,32
30158,20.0,4.7,11.003681,76.975525,11.033681,77.005525,2,0.0,18.0,40.0,18.0,55.0,Sandstorms,Medium,No,Metropolitian,27
6649,21.0,5.0,21.149569,72.772697,21.279569,72.902697,2,1.0,19.0,55.0,0.833333333,30.0,Sunny,Jam,No,Metropolitian,15
3139,34.0,3.9,12.98041,77.640489,13.06041,77.720489,2,1.0,22.0,10.0,22.0,20.0,Cloudy,Low,No,Metropolitian,33
33394,38.0,5.0,23.230791,77.43702,23.360791,77.56702,0,2.0,20.0,20.0,20.0,35.0,Cloudy,Jam,Yes,Metropolitian,51
